,Station,numPurchases,Acquisition Value,State,stateCity,Recorded Deaths
4649,SILVER BAY POLICE DEPARTMENT,6.0,2994.0,MN,,0.0
4650,SILVER CITY POLICE DEPARTMENT,1.0,65070.0,NM,NM: Silver City,1.0
4651,SILVER LAKE POLICE DEPARTMENT,13.0,2090.84,OH,,0.0
4652,SILVER SPRING TWP POLICE DEPARTMENT,8.0,8178.6900000000005,PA,,0.0
4653,SIMI VALLEY POLICE DEPARTMENT,25.0,77046.0,CA,CA: Simi Valley,1.0
4654,SIMPSON COUNTY SHERIFF DEPARTMENT,32.0,139524.0,MS,MS: Braxton,1.0
4655,SIMPSONVILLE POLICE DEPARTMENT,34.0,177727.11000000002,SC,,0.0
4656,SINCLAIR COMM COLLEGE PD HI_ED,5.0,2495.0,OH,,0.0
4657,SIOUX CITY POLICE DEPARTMENT,1.0,733000.0,IA,IA: Sioux City,2.0
4658,SIOUX FALLS POLICE DEPARTMENT,16.0,79070.0,SD,SD: Sioux Falls,2.0
4659,SIPSEY POLICE DEPARTMENT,1.0,41061.0,AL,,0.0
4660,SISKIYOU COUNTY SHERIFF DEPARTMENT,39.0,303898.5,CA,CA: Weed,2.0
4661,SISTERSVILLE POLICE DEPARTMENT,5.0,52454.0,WV,,0.0
4662,SKAGIT COUNTY SHERIFF DEPARTMENT,5.0,773336.0,WA,,0.0
4663,SKAMANIA COUNTY SHERIFF DEPARTMENT,6.0,74446.0,WA,,0.0
4664,SKOWHEGAN POLICE DEPARTMENT,11.0,3251.0,ME,,0.0
4665,SKY VALLEY POLICE DEPARTMENT,4.0,1274.0,GA,,0.0
4666,SKYLINE POLICE DEPARTMENT,5.0,42176.42,AL,,0.0
4667,SLAYTON POLICE DEPARTMENT,4.0,1115.42,MN,,0.0
4668,SLEEPY EYE POLICE DEPARTMENT,10.0,1566.2600000000002,MN,,0.0
4669,SLEEPY HOLLOW POLICE DEPARTMENT,9.0,62531.259999999995,IL,IL: Buffalo Grove,1.0
4670,SLIDELL POLICE DEPARTMENT,15.0,242777.0,LA,,0.0
4671,SLOCOMB POLICE DEPARTMENT,15.0,236710.47999999998,AL,,0.0
4672,SMITH COUNTY SHERIFF DEPARTMENT,51.0,1844774.26,TX,TX: Flint,2.0
4673,SMITHFIELD POLICE DEPARTMENT,22.0,4156.0,VA,,0.0
4674,SMITHTON POLICE DEPARTMENT,5.0,893.28,IL,,0.0
4675,SMITHVILLE POLICE DEPARTMENT,14.0,83778.0,TN,,0.0
4676,SMYRNA POLICE DEPARTMENT,29.0,100448.8,TN,DE: Smyrna,2.0
4677,SMYTH COUNTY SHERIFF DEPARTMENT,13.0,508435.02,VA,,0.0
4678,SNEAD POLICE DEPARTMENT,11.0,212559.12000000002,AL,,0.0
4679,SNELLVILLE POLICE DEPARTMENT,16.0,7984.0,GA,,0.0
4680,SNOHOMISH COUNTY SHERIFF DEPARTMENT,11.0,216082.35,WA,WA: Lynnwood,8.0
4681,SNOQUALMIE POLICE DEPARTMENT,30.0,870723.37,WA,,0.0
4682,SNOW HILL POLICE DEPARTMENT,19.0,5125.55,MD,,0.0
4683,SNOWFLAKE TAYLOR POLICE DEPARTMENT,38.0,70998.06000000001,AZ,,0.0
4684,SOAP LAKE POLICE DEPARTMENT,47.0,295619.0,WA,,0.0
4685,SODA SPRINGS POLICE DEPARTMENT,6.0,590.13,ID,,0.0
4686,SODDY DAISY POLICE DEPARTMENT,6.0,1911.0,TN,,0.0
4687,SOMERS POINT POLICE DEPARTMENT,2.0,114162.0,NJ,,0.0
4688,SOMERSET COUNTY SHERIFF DEPARTMENT,100.0,312356.88000000006,MD,ME: Madison,1.0
4689,SOMERSET POLICE DEPARTMENT,48.0,223651.30000000002,MA,,0.0
4690,SOMERSET TOWNSHIP POLICE DEPARTMENT,1.0,138.0,MI,,0.0
4691,SOMERSWORTH POLICE DEPARTMENT,6.0,828.0,NH,,0.0
4692,SOMERVILLE POLICE DEPARTMENT,26.0,4257.0,MA,TN: Somerville,1.0
4693,SOMONAUK POLICE DEPARTMENT,13.0,4805.13,IL,,0.0
4694,SONOMA COUNTY SHERIFF DEPARTMENT,84.0,688392.3,CA,CA: Guerneville,7.0
4695,SONORA POLICE DEPARTMENT,13.0,6487.0,CA,CA: Sonora,1.0
4696,SOUTH BEND POLICE DEPARTMENT,40.0,8318.0,WA,IN: South Bend,3.0
4697,SOUTH BERWICK POLICE DEPARTMENT,7.0,25982.0,ME,,0.0
4698,SOUTH BETHANY POLICE,1.0,62627.0,DE,,0.0
4699,SOUTH BOSTON POLICE DEPARTMENT,2.0,276.0,VA,,0.0
4700,SOUTH BOUND BROOK POLICE DEPARTMENTMENT,3.0,982345.0,NJ,,0.0
4701,SOUTH CHARLESTON POLICE DEPARTMENT,18.0,70211.0,WV,WV: Charleston,1.0
4702,SOUTH DAKOTA  HIGHWAY PATROL,220.0,1695866.7400000002,SD,,0.0
4703,SOUTH DAYTONA POLICE DEPARTMENT,9.0,2217.0,FL,FL: South Daytona,1.0
4704,SOUTH FULTON POLICE DEPARTMENT,1.0,47023.0,TN,,0.0
4705,SOUTH GATE POLICE DEPARTMENT,2.0,766000.0,CA,CA: South Gate,6.0
4706,SOUTH HAVEN POLICE DEPARTMENT,100.0,605271.8899999999,MI,,0.0
4707,SOUTH HILL POLICE DEPARTMENT,20.0,5432.0,VA,,0.0
4708,SOUTH JACKSONVILLE POLICE DEPARTMENT,14.0,92585.84000000001,IL,,0.0
4709,SOUTH JORDAN POLICE DEPARTMENT,26.0,676725.0,UT,UT: South Jordan,1.0
4710,SOUTH LAKE TAHOE POLICE DEPARTMENT,141.0,1145513.53,CA,CA: South Lake Tahoe,1.0
4711,SOUTH LYON POLICE DEPARTMENT,4.0,1738.0,MI,,0.0
4712,SOUTH MIAMI POLICE DEPARTMENT,56.0,25778.0,FL,,0.0
4713,SOUTH MILWAUKEE POLICE DEPARTMENT,6.0,828.0,WI,,0.0
4714,SOUTH PALM BEACH POLICE DEPARTMENT,6.0,4494.0,FL,,0.0
4715,SOUTH PEKIN POLICE DEPARTMENT,16.0,48604.549999999996,IL,,0.0
4716,SOUTH PITTSBURG POLICE DEPARTMENT,9.0,47818.549999999996,TN,,0.0
4717,SOUTH POINT POLICE DEPARTMENT,19.0,102137.1,OH,,0.0
4718,SOUTH PORTLAND POLICE DEPARTMENT,1.0,658000.0,ME,,0.0
4719,SOUTH SAN FRANCISCO POLICE DEPARTMENT,21.0,745159.0,CA,CA: San Francisco,1.0
4720,SOUTH SIOUX CITY POLICE DEPARTMENT,66.0,32765.34000000001,NE,NE: South Sioux City,1.0
4721,SOUTH TUCSON POLICE DEPARTMENT,2.0,19243.0,AZ,AZ: Tucson,2.0
4722,SOUTH WHITLEY POLICE DEPARTMENT,3.0,1118.0,IN,,0.0
4723,SOUTH ZANESVILLE POLICE DEPARTMENT,6.0,994.4200000000001,OH,,0.0
4724,SOUTHAMPTON COUNTY SHERIFF DEPARTMENT,40.0,11758.440000000002,VA,,0.0
4725,SOUTHAMPTON TOWN POLICE DEPARTMENT,9.0,183003.19,NY,,0.0
4726,SOUTHAVEN POLICE DEPARTMENT,20.0,6370.0,MS,MS: Southaven,4.0
4727,SOUTHBRIDGE POLICE DEPARTMENT,28.0,97980.42,MA,,0.0
4728,SOUTHBURY POLICE DEPARTMENT,10.0,6240.0,CT,,0.0
4729,SOUTHEAST OH NARC SWAT DEPARTMENT,6.0,735495.0,OH,,0.0
4730,SOUTHEASTERN LA UNIV POLICE HI_ED,10.0,904.2600000000001,LA,,0.0
4731,SOUTHEASTERN OHIO REGIONAL JAIL,1.0,335.0,OH,,0.0
4732,SOUTHERN CONNECTICUT STATE UNIV HI_ED,19.0,9481.0,CT,,0.0
4733,SOUTHERN CRESCENT COLLEGE PD HI_ED,6.0,720.0,GA,,0.0
4734,SOUTHERN REGIONAL POLICE DEPARTMENT,6.0,2623.69,PA,,0.0
4735,SOUTHERN SHORES POLICE DEPARTMENT,1.0,2350.0,NC,,0.0
4736,SOUTHFIELD POLICE DEPARTMENT,8.0,1104.0,MI,,0.0
4737,SOUTHGATE POLICE DEPARTMENT,27.0,161363.09,KY,,0.0
4738,SOUTHINGTON POLICE DEPARTMENT,79.0,47311.74,CT,,0.0
4739,SOUTHLAKE POLICE DEPARTMENT,1.0,865000.0,TX,,0.0
4740,SOUTHSIDE POLICE DEPARTMENT,16.0,442566.11000000004,AL,,0.0
4741,SOUTHWEST CITY POLICE DEPARTMENT,1.0,41061.0,MO,,0.0
4742,SPALDING COUNTY SHERIFF DEPARTMENT,40.0,462826.0,GA,GA: Griffin,3.0
4743,SPANISH FORK POLICE DEPARTMENT,14.0,5542.0,UT,UT: Spanish Fork,1.0
4744,SPARKS POLICE DEPARTMENT,60.0,1558976.2900000003,NV,NV: Sparks,6.0
4745,SPARTA POLICE DEPARTMENT,9.0,1714.0,WI,WI: Sparta,1.0
4746,SPARTANBURG COUNTY SHERIFF DEPARTMENT,5.0,514838.69,SC,SC: Boiling Springs,5.0
4747,SPAULDING POLICE DEPARTMENT,16.0,82665.05,IL,,0.0
4748,SPEARFISH POLICE DEPARTMENT,6.0,2994.0,SD,,0.0
4749,SPEARMAN POLICE DEPARTMENT,12.0,97027.34000000003,TX,,0.0
4750,SPENCER COUNTY SHERIFF,43.0,256365.35999999996,KY,,0.0
4751,SPENCER POLICE DEPARTMENT,14.0,1922.3900000000003,OH,MA: Spencer,1.0
4752,SPINK COUNTY SHERIFF DEPARTMENT,8.0,3992.0,SD,,0.0
4753,SPIRIT LAKE CITY POLICE DEPARTMENT,3.0,1497.0,ID,,0.0
4754,SPOKANE COUNTY SHERIFF DEPARTMENT,73.0,3104763.6800000006,WA,WA: Spokane,10.0
4755,SPOKANE POLICE DEPARTMENT,5.0,72608.0,WA,WA: Spokane,15.0
4756,SPOTSYLVANIA COUNTY SHERIFF DEPARTMENT,73.0,807756.64,VA,VA: Fredericksburg,1.0
4757,SPRING BRANCH SCH DIST POLICE K-12,27.0,35063.95,TX,,0.0
4758,SPRING CITY POLICE DEPARTMENT,1.0,138.0,TN,,0.0
4759,SPRING GROVE POLICE DEPARTMENT,31.0,781088.8400000001,IL,,0.0
4760,SPRING HILL POLICE DEPARTMENT,57.0,214877.57,TN,TN: Spring Hill,1.0
4761,SPRING HOPE POLICE DEPARTMENT,1.0,335.0,NC,,0.0
4762,SPRING LAKE HEIGHTS POLICE DEPARTMENT,5.0,47977.64,NJ,,0.0
4763,SPRING LAKE POLICE DEPARTMENT,35.0,457116.24000000005,NC,,0.0
4764,SPRING TWP POLICE DEPARTMENT READING,10.0,100994.0,PA,,0.0
4765,SPRING VALLEY POLICE DEPARTMENT,1.0,62627.0,NY,,0.0
4766,SPRINGBORO POLICE DEPARTMENT,5.0,293.55,OH,,0.0
4767,SPRINGDALE POLICE DEPARTMENT,206.0,522912.3200000001,AR,AR: Springdale,2.0
4768,SPRINGERVILLE POLICE DEPARTMENT,2.0,86752.0,AZ,,0.0
4769,SPRINGFIELD BRANSON AIRPORT LEA,9.0,46225.0,MO,,0.0
4770,SPRINGFIELD PARK DISTRICT POLICE,8.0,2500.0,IL,,0.0
4771,SPRINGFIELD POLICE DEPARTMENT,225.0,674765.0100000004,VT,MO: Springfield,18.0
4772,SPRINGFIELD TOWNSHIP POLICE DEPARTMENT,21.0,39385.259999999995,PA,OH: Akron,2.0
4773,SPRINGFIELD TWP PD CINNCINATI,1.0,4300.0,OH,,0.0
4774,SPRINGFIELD TWP POLICE DEPARTMENT,4.0,182130.0,NJ,,0.0
4775,SPRINGFIELD TWP POLICE DEPARTMENT (AKRON),17.0,5199.599999999999,OH,,0.0
4776,SPRINGHILL POLICE DEPARTMENT,11.0,2073.8,LA,,0.0
4777,SPRINGPORT TOWNSHIP POLICE DEPARTMENT,2.0,276.0,MI,,0.0
4778,SPRINGTOWN POLICE DEPARTMENT,11.0,5489.0,TX,,0.0
4779,SPRINGVILLE POLICE DEPARTMENT,29.0,156706.16,UT,,0.0
4780,SPRUCE PINE POLICE DEPARTMENT,2.0,276.0,NC,,0.0
4781,ST CHARLES PARISH SHERIFF DEPARTMENT,79.0,916938.0,LA,,0.0
4782,ST LOUISVILLE POLICE DEPARTMENT,6.0,1391.42,OH,,0.0
4783,ST MATTHEWS POLICE DEPARTMENT,5.0,90817.59999999998,SC,,0.0
4784,ST PARIS POLICE DEPARTMENT,9.0,1567.5500000000002,OH,,0.0
4785,ST. CHARLES COUNTY POLICE DEPARTMENT,4.0,818270.0,MO,,0.0
4786,ST. CLAIR COUNTY SHERIFF DEPARTMENT,12.0,792786.0,MO,,0.0
4787,ST. JOHNS POLICE DEPARTMENT,1.0,508.76,MI,,0.0
4788,STAFFORD COUNTY SHERIFF DEPARTMENT,19.0,6196.14,VA,VA: Fredericksburg,1.0
4789,STAFFORD POLICE DEPARTMENT,2.0,998.0,KS,,0.0
4790,STAFFORD TOWNSHIP POLICE DEPARTMENT,8.0,1104.0,NJ,,0.0
4791,STALLION SPRINGS POLICE DEPARTMENT,3.0,1497.0,CA,,0.0
4792,STAMFORD POLICE DEPARTMENT,11.0,151380.0,CT,CT: Stamford,1.0
4793,STAMPS POLICE DEPARTMENT,1.0,138.0,AR,,0.0
4794,STANFIELD POLICE DEPARTMENT,2.0,998.0,NC,,0.0
4795,STANFORD POLICE DEPARTMENT,1.0,499.0,IL,,0.0
4796,STANLEY COUNTY SHERIFF DEPARTMENT,4.0,1635.0,SD,,0.0
4797,STANLEY POLICE DEPARTMENT,20.0,100439.3,VA,,0.0
4798,STANLY COUNTY SHERIFF DEPARTMENT,28.0,787150.8300000001,NC,,0.0
4799,STANTON POLICE DEPARTMENT,12.0,114797.69,KY,,0.0
4800,STANTONSBURG POLICE DEPARTMENT,4.0,2966.42,NC,,0.0
4801,STARBUCK POLICE DEPARTMENT,7.0,1450.13,MN,,0.0
4802,STARK COUNTY SHERIFF DEPARTMENT,80.0,129169.0,OH,OH: Massillon,1.0
4803,STARKE COUNTY POLICE OFFICE,1.0,4300.0,IN,,0.0
4804,STARKE POLICE DEPARTMENT,36.0,29723.30000000001,FL,,0.0
4805,STARKVILLE POLICE DEPARTMENT,19.0,9120.0,MS,,0.0
4806,STARR COUNTY SHERIFF DEPARTMENT,4.0,665183.0,TX,,0.0
4807,STATESBORO POLICE DEPARTMENT,9.0,195098.33000000002,GA,GA: Statesboro,1.0
4808,STATESVILLE POLICE DEPARTMENT,14.0,5903.0,NC,,0.0
4809,STEAMBOAT SPRINGS POLICE DEPARTMENT,15.0,3908.129999999999,CO,,0.0
4810,STEARNS COUNTY SHERIFF DEPARTMENT,52.0,54525.630000000005,MN,,0.0
4811,STEELE COUNTY SHERIFF DEPARTMENT,6.0,2994.0,MN,,0.0
4812,STEELE POLICE DEPARTMENT,2.0,82122.0,AL,,0.0
4813,STEELEVILLE POLICE DEPARTMENT,10.0,1230.12,IL,,0.0
4814,STEELTON BOROUGH POLICE DEPARTMENT,7.0,840.0,PA,,0.0
4815,STEM POLICE DEPARTMENT,6.0,431.55,NC,,0.0
4816,STEPHENS CITY POLICE DEPARTMENT,5.0,2134.0,VA,,0.0
4817,STEPHENS COUNTY SHERIFF DEPARTMENT,15.0,1099673.0,TX,,0.0
4818,STEPHENSON COUNTY SHERIFF DEPARTMENT,30.0,1967970.66,IL,,0.0
4819,STERLING HEIGHTS POLICE DEPARTMENT,7.0,741449.62,MI,MI: Sterling Heights,1.0
4820,STERLING POLICE DEPARTMENT,8.0,416272.0,KS,,0.0
4821,STEUBEN COUNTY SHERIFF DEPARTMENT,32.0,816122.81,NY,,0.0
4822,STEVENS COUNTY SHERIFF DEPARTMENT,41.0,1075781.96,WA,WA: Rice,2.0
4823,STEVENS POINT POLICE DEPARTMENT,1.0,733000.0,WI,,0.0
4824,STEWART COUNTY SHERIFF DEPARTMENT,15.0,164470.55,TN,,0.0
4825,STICKNEY POLICE DEPARTMENT,3.0,1497.0,IL,,0.0
4826,STILESVILLE POLICE DEPARTMENT,5.0,813.13,IN,,0.0
4827,STILLWATER POLICE DEPARTMENT,21.0,10479.0,MN,OK: Stillwater,3.0
4828,STOCKTON POLICE DEPARTMENT,88.0,80703.68000000005,KS,CA: Stockton,17.0
4829,STODDARD COUNTY SHERIFF DEPARTMENT,26.0,14831.689999999999,MO,,0.0
4830,STONE COUNTY SHERIFF DEPARTMENT,1.0,50458.0,MO,MS: Corinth,3.0
4831,STONE PARK POLICE DEPARTMENT,6.0,41661.0,IL,,0.0
4832,STONEWALL POLICE DEPARTMENT,7.0,41597.13,OK,MS: Stonewall,1.0
4833,STONINGTON POLICE DEPARTMENT,10.0,4188.71,IL,,0.0
4834,STORM LAKE POLICE DEPARTMENT,32.0,930934.24,IA,,0.0
4835,STORY COUNTY SHERIFF DEPARTMENT,2.0,735250.2,IA,,0.0
4836,STOVER POLICE DEPARTMENT,9.0,51604.13,MO,,0.0
4837,STOW POLICE DEPARTMENT,6.0,2994.0,OH,OH: Akron,1.0
4838,STRASBURG POLICE DEPARTMENT,12.0,3945.13,VA,,0.0
4839,STRATFORD POLICE DEPARTMENT,12.0,1299354.1,OK,TX: Stratford,1.0
4840,STRATTON POLICE DEPARTMENT,14.0,3363.58,OH,,0.0
4841,STREATOR POLICE DEPARTMENT,71.0,61852.40999999999,IL,,0.0
4842,STRONGHURST POLICE DEPARTMENT,5.0,41559.0,IL,,0.0
4843,STRONGSVILLE POLICE DEPARTMENT,24.0,8366.0,OH,OH: Strongsville,1.0
4844,STROUD AREA REGIONAL POLICE DEPARTMENT,1.0,658000.0,PA,,0.0
4845,STROUD POLICE DEPARTMENT,6.0,720.0,OK,,0.0
4846,STRUTHERS POLICE DEPARTMENT,7.0,2049.0,OH,,0.0
4847,STRYKER POLICE DEPARTMENT,18.0,4487.83,OH,,0.0
4848,STUART POLICE DEPARTMENT,9.0,106972.87999999999,FL,,0.0
4849,STURBRIDGE POLICE DEPARTMENT,10.0,7490.0,MA,,0.0
4850,STURGEON BAY POLICE DEPARTMENT,45.0,150402.93000000002,WI,,0.0
4851,STURGIS POLICE DEPARTMENT,14.0,7812.0,SD,,0.0
4852,STURTEVANT POLICE DEPARTMENT,2.0,998.0,WI,,0.0
4853,STUTSMAN COUNTY SHERIFF DEPARTMENT,9.0,956414.75,ND,,0.0
4854,SUFFERN VILLAGE POLICE DEPARTMENT,31.0,9742.380000000001,NY,,0.0
4855,SUFFIELD POLICE DEPARTMENT,6.0,64453.0,CT,CT: Suffield,1.0
4856,SUFFOLK COUNTY POLICE DEPARTMENT,191.0,1531759.0799999994,NY,NY: Shirley,6.0
4857,SUFFOLK COUNTY SHERIFF DEPARTMENT,74.0,991986.6199999999,NY,,0.0
4858,SUGAR CREEK POLICE DEPARTMENT,1.0,77522.0,MO,,0.0
4859,SUGAR GROVE POLICE DEPARTMENT,6.0,2507.26,OH,,0.0
4860,SUGAR LAND POLICE DEPARTMENT,4.0,692603.56,TX,TX: Sugar Land,1.0
4861,SUGAR NOTCH POLICE DEPARTMENT,1.0,499.0,PA,,0.0
4862,SUGARCREEK POLICE DEPARTMENT,5.0,416.13,OH,OH: Sugarcreek,1.0
4863,SUGARCREEK TWP POLICE DEPARTMENT,4.0,480.0,OH,,0.0
4864,SULLIVAN CITY POLICE DEPARTMENT,12.0,5988.0,TX,,0.0
4865,SULLIVAN CO SHERIFF DEPARTMENT,4.0,177630.75,TN,,0.0
4866,SULLIVAN COUNTY SHERIFF DEPARTMENT,26.0,69641.52000000006,PA,TN: Bluff City,4.0
4867,SULLIVAN POLICE DEPARTMENT,1.0,62627.0,MO,,0.0
4868,SULLIVANS ISLAND POLICE DEPARTMENT,36.0,370864.8399999999,SC,,0.0
4869,SULPHUR SPRINGS POLICE DEPARTMENT,30.0,22056.0,TX,TX: Sulphur Springs,1.0
4870,SUMITON POLICE DEPARTMENT,106.0,845043.84,AL,,0.0
4871,SUMMA HEALTH POLICE PROTECTIVE SVCS,15.0,177196.7,OH,,0.0
4872,SUMMERVILLE POLICE DEPARTMENT,134.0,718828.45,SC,,0.0
4873,SUMMIT COUNTY SHERIFF DEPARTMENT,380.0,3286622.4399999995,UT,OH: Green,1.0
4874,SUMMIT POLICE DEPARTMENT,25.0,4065.6500000000005,IL,,0.0
4875,SUMMITVILLE POLICE DEPARTMENT,4.0,2496.0,IN,,0.0
4876,SUMNER POLICE DEPARTMENT,5.0,1773.0,IA,,0.0
4877,SUMPTER TWP POLICE DEPARTMENT,8.0,5242.0,MI,,0.0
4878,SUMTER COUNTY SHERIFF DEPARTMENT,101.0,1462665.5399999996,SC,FL: Lady Lake,3.0
4879,SUMTER POLICE DEPARTMENT,150.0,75246.59000000004,SC,SC: Sumter,1.0
4880,SUNBRIGHT POLICE DEPARTMENT,2.0,178528.0,TN,,0.0
4881,SUNBURY POLICE DEPARTMENT,9.0,104199.02,OH,,0.0
4882,SUNLAND PARK POLICE DEPARTMENT,7.0,380405.11,NM,,0.0
4883,SUNNYSIDE POLICE DEPARTMENT,12.0,72848.65,WA,WA: Sunnyside,1.0
4884,SUPERIOR POLICE DEPARTMENT,116.0,1095409.79,WI,,0.0
4885,SUPREME COURT MONTGOMERY,8.0,4267.0,AL,,0.0
4886,SURF CITY POLICE DEPARTMENT,2.0,152527.0,NJ,,0.0
4887,SURGOINSVILLE POLICE DEPARTMENT,2.0,6996.62,TN,,0.0
4888,SURPRISE POLICE DEPARTMENT,48.0,902954.0999999997,AZ,AZ: Surprise,3.0
4889,SURREY POLICE DEPARTMENT,3.0,378.0,ND,,0.0
4890,SURRY COUNTY SHERIFF DEPARTMENT,36.0,710342.0,VA,NC: Ararat,2.0
4891,SUSANVILLE POLICE DEPARTMENT,14.0,6986.0,CA,,0.0
4892,SUSQUEHANNA TWP POLICE HARRISBURG,3.0,84.0,PA,,0.0
4893,SUTTER COUNTY SHERIFF DEPARTMENT,104.0,34929.0,CA,CA: Live Oak,1.0
4894,SUTTON COUNTY SHERIFF DEPARTMENT,2.0,998.0,TX,,0.0
4895,SUTTON POLICE DEPARTMENT,1.0,499.0,NH,,0.0
4896,SUWANNEE COUNTY SHERIFF DEPARTMENT,4.0,412414.0,FL,,0.0
4897,SW VIRGINIA COMM COLLEGE PD HI_ED,5.0,42341.0,VA,,0.0
4898,SWAINSBORO POLICE DEPARTMENT,64.0,312954.56,GA,,0.0
4899,SWAMPSCOTT POLICE DEPARTMENT,10.0,3546.0,MA,,0.0
4900,SWANSBORO POLICE DEPARTMENT,17.0,5956.0,NC,,0.0
4901,SWANSEA POLICE DEPARTMENT,25.0,293622.97,MA,,0.0
4902,SWANTON VILLAGE POLICE DEPARTMENT,7.0,180794.0,VT,,0.0
4903,SWAYZEE POLICE DEPARTMENT,1.0,138.0,IN,,0.0
4904,SWEET GRASS COUNTY SHERIFF DEPARTMENT,17.0,208449.25999999995,MT,,0.0
4905,SWEET SPRINGS POLICE DEPARTMENT,1.0,41061.0,MO,,0.0
4906,SWEETWATER COUNTY SHERIFF DEPARTMENT,77.0,26407.0,WY,,0.0
4907,SWEETWATER POLICE DEPARTMENT,28.0,998575.81,TX,TX: Sweetwater,1.0
4908,SWIFT COUNTY SHERIFF DEPARTMENT,10.0,3185.0,MN,,0.0
4909,SWISHER COUNTY SHERIFF DEPARTMENT,12.0,2158.24,TX,TX: Kress,1.0
4910,SYLACAUGA POLICE DEPARTMENT,15.0,114010.26,AL,,0.0
4911,SYLVAN LAKE POLICE DEPARTMENT,4.0,552.0,MI,,0.0
4912,SYLVANIA POLICE DEPARTMENT,4.0,40655.0,AL,,0.0
4913,SYLVANIA POLICE DIVISON,6.0,2994.0,OH,,0.0
4914,SYLVANIA TWP POLICE DEPARTMENT,3.0,1497.0,OH,,0.0
4915,SYLVESTER POLICE DEPARTMENT,4.0,102825.72,GA,,0.0
4916,SYRACUSE POLICE DEPARTMENT,13.0,663107.4199999999,UT,NY: Syracuse,6.0
4917,TAFT POLICE DEPARTMENT,88.0,1533243.0399999998,TX,,0.0
4918,TAHLEQUAH POLICE DEPARTMENT,30.0,4773.0,OK,OK: Tahlequah,3.0
4919,TAKOMA PARK POLICE DEPARTMENT,3.0,611.0,MD,,0.0
4920,TALBOTTON POLICE DEPARTMENT,4.0,1996.0,GA,,0.0
4921,TALIAFERRO COUNTY SHERIFF DEPARTMENT,5.0,126553.93,GA,,0.0
4922,TALLADEGA COUNTY DTF,10.0,587.1,AL,,0.0
4923,TALLADEGA POLICE DEPARTMENT,43.0,322710.69000000006,AL,AL: Talladega,2.0
4924,TALLAHASSEE POLICE DEPARTMENT,64.0,31936.0,FL,FL: Tallahassee,6.0
4925,TALLAHATCHIE COUNTY SHERIFF DEPARTMENT,2.0,276.0,MS,,0.0
4926,TALLAPOOSA COUNTY NTF,2.0,998.0,AL,,0.0
4927,TALLAPOOSA COUNTY SHERIFF DEPARTMENT,15.0,276120.17,AL,AL: Dadeville,1.0
4928,TALLAPOOSA POLICE DEPARTMENT,18.0,128916.52000000005,GA,,0.0
4929,TALLMADGE POLICE DEPARTMENT,5.0,2495.0,OH,,0.0
4930,TAMA COUNTY SHERIFF DEPARTMENT,2.0,998.0,IA,,0.0
4931,TAMAQUA POLICE DEPARTMENT,2.0,998.0,PA,PA: Tamaqua,1.0
4932,TAMPA INTL AIRPORT POLICE DEPARTMENT,2.0,276.0,FL,,0.0
4933,TAMPA POLICE DEPARTMENT,6.0,475341.0,FL,FL: Tampa,8.0
4934,TAMPICO POLICE DEPARTMENT,2.0,857.0,IL,,0.0
4935,TAMWORTH POLICE DEPARTMENT,1.0,499.0,NH,,0.0
4936,TANEYTOWN POLICE DEPARTMENT,16.0,6647.0,MD,,0.0
4937,TANGIPAHOA PARISH SHERIFF DEPARTMENT,33.0,744636.0,LA,LA: Amite,1.0
4938,TAOS POLICE DEPARTMENT,4.0,86279.0,NM,,0.0
4939,TARPON SPRINGS POLICE DEPARTMENT,29.0,737172.0,FL,FL: Tarpon Springs,2.0
4940,TARRANT POLICE DEPARTMENT,8.0,786.8400000000001,AL,,0.0
4941,TATE COUNTY SHERIFF DEPARTMENT,3.0,1497.0,MS,,0.0
4942,TATTNALL COUNTY SHERIFF DEPARTMENT,47.0,475045.4499999999,GA,GA: Glennville,1.0
4943,TAUNTON POLICE DEPARTMENT,8.0,1193.0,MA,,0.0
4944,TAVARES POLICE DEPARTMENT,13.0,3484.26,FL,,0.0
4945,TAYLOR BOROUGH POLICE,26.0,18891.370000000003,PA,,0.0
4946,TAYLOR COUNTY SHERIFF DEPARTMENT,18.0,913747.0,WI,GA: Butler,3.0
4947,TAYLOR MILL POLICE DEPARTMENT,1.0,43376.0,KY,,0.0
4948,TAYLOR POLICE DEPARTMENT,2.0,109610.0,MI,,0.0
4949,TAYLORSVILLE POLICE DEPARTMENT,2.0,998.0,NC,,0.0
4950,TAYLORVILLE POLICE DEPARTMENT,38.0,10473.359999999993,IL,,0.0
4951,TAZEWELL COUNTY SHERIFF DEPARTMENT,89.0,291630.37000000005,VA,IL: Mackinaw,1.0
4952,TAZEWELL POLICE DEPARTMENT,25.0,36648.4,VA,,0.0
4953,TEAGUE POLICE DEPARTMENT,4.0,67461.35,TX,,0.0
4954,TECUMSEH POLICE DEPARTMENT,10.0,4990.0,OK,,0.0
4955,TEHACHAPI POLICE DEPARTMENT,27.0,77941.98999999999,CA,CA: Tehachapi,2.0
4956,TEHAMA CO SHERIFF DEPARTMENT,16.0,505520.0,CA,,0.0
4957,TEHAMA COUNTY LAW ENF DA,5.0,3745.0,CA,,0.0
4958,TEKAMAH POLICE DEPARTMENT,2.0,240.0,NE,,0.0
4959,TELFAIR COUNTY SHERIFF DEPARTMENT,5.0,61361.13,GA,,0.0
4960,TELLER COUNTY SHERIFF DEPARTMENT,3.0,10276.0,CO,,0.0
